Date,regime
2024-08-12,BEAR
2024-08-13,RANGE
2024-08-14,RANGE
2024-08-15,RANGE
2024-08-16,BULL
2024-08-19,BULL
2024-08-20,BULL
2024-08-21,BULL
2024-08-22,BULL
2024-08-23,BULL
2024-08-26,BULL
2024-08-27,BULL
2024-08-28,BULL
2024-08-29,BULL
2024-08-30,BULL
2024-09-03,BULL
2024-09-04,BEAR
2024-09-05,BEAR
2024-09-06,BEAR
2024-09-09,BEAR
2024-09-10,BULL
2024-09-11,BULL
2024-09-12,BULL
2024-09-13,BULL
2024-09-16,BULL
2024-09-17,BULL
2024-09-18,BULL
2024-09-19,BULL
2024-09-20,BULL
2024-09-23,BULL
2024-09-24,BULL
2024-09-25,BULL
2024-09-26,BULL
2024-09-27,BULL
2024-09-30,BULL
2024-10-01,BULL
2024-10-02,BULL
2024-10-03,BULL
2024-10-04,BULL
2024-10-07,BULL
2024-10-08,RANGE
2024-10-09,RANGE
2024-10-10,RANGE
2024-10-11,RANGE
2024-10-14,RANGE
2024-10-15,RANGE
2024-10-16,RANGE
2024-10-17,BULL
2024-10-18,BULL
2024-10-21,BULL
2024-10-22,BULL
2024-10-23,BULL
2024-10-24,BULL
2024-10-25,BULL
2024-10-28,BULL
2024-10-29,BULL
2024-10-30,BULL
2024-10-31,RANGE
2024-11-01,RANGE
2024-11-04,RANGE
2024-11-05,RANGE
2024-11-06,RANGE
2024-11-07,BULL
2024-11-08,BULL
2024-11-11,BULL
2024-11-12,BULL
2024-11-13,BULL
2024-11-14,BULL
2024-11-15,BULL
2024-11-18,BULL
2024-11-19,BULL
2024-11-20,BULL
2024-11-21,BULL
2024-11-22,BULL
2024-11-25,BULL
2024-11-26,BULL
2024-11-27,BULL
2024-11-29,BULL
2024-12-02,BULL
2024-12-03,BULL
2024-12-04,BULL
2024-12-05,BULL
2024-12-06,BULL
2024-12-09,BULL
2024-12-10,BULL
2024-12-11,BULL
2024-12-12,BULL
2024-12-13,BULL
2024-12-16,BULL
2024-12-17,BULL
2024-12-18,BULL
2024-12-19,BEAR
2024-12-20,BEAR
2024-12-23,BEAR
2024-12-24,BEAR
2024-12-26,BULL
2024-12-27,BULL
2024-12-30,RANGE
